settlement_id	languages	names_ara_common	names_ara_common_other	names_ara_search	names_ara_translit	names_ara_translit_other	names_eng_common	names_eng_common_other	names_eng_search	names_eng_translit	names_eng_translit_other	region_URI	source	top_type	coordinates
BAMAQARA_393E377N_S	['ara', 'eng']	بامقرا	بامقرا، بامقدة	بامقرا					Bamaqara, Bamaqda	Bāmaqarā	Bāmaqarā, Bāmaqdaŧ	Aqur_RE	cornuData	waystations	[39.3345, 37.75537]
GHURAYZ_394E353N_S	['ara', 'eng']	الغريز 	الغريز ، العرير	الغريز 					al-Ghurayz , al-Urayr	al-Ġurayz 	al-Ġurayz , al-ʿUrayr	Aqur_RE	cornuData	waystations	[39.46613, 35.32264]
JARNAN_396E379N_S	['ara', 'eng']	جرنان	جرنان	جرنان					Jarnan	Ǧarnān	Ǧarnān	Aqur_RE	cornuData	waystations	[39.61765, 37.92941]
TALLHUM_397E381N_S	['ara', 'eng']	تل حوم	تل حوم	تل حوم					Tall Hum	Tall Ḥūm	Tall Ḥūm	Aqur_RE	cornuData	towns	[39.75447, 38.19784]
QASABA_397E350N_S	['ara', 'eng']	القصبة	القصبة	القصبة					al-Qasaba	al-Qaṣabaŧ	al-Qaṣabaŧ	Aqur_RE	cornuData	waystations	[39.76511, 35.05726]
TALLMAWZAN_397E372N_S	['ara', 'eng']	تل موزن	تل موزن	تل موزن					Tall Mawzan	Tall Mawzan	Tall Mawzan	Aqur_RE	cornuData	towns	[39.7655, 37.22748]
KHANUQA_398E357N_S	['ara', 'eng']	الخانوقة	الخانوقة	الخانوقة					al-Khanuqa	al-Ḫānūqaŧ	al-Ḫānūqaŧ	Aqur_RE	cornuData	towns	[39.81661, 35.75218]
SHIMSHAT_398E386N_S	['ara', 'eng']	شمشاط	شمشاط	شمشاط					Shimshat	Šimšāṭ	Šimšāṭ	Aqur_RE	cornuData	waystations	[39.83119, 38.61412]
MUBARAK_398E355N_S	['ara', 'eng']	المبارك	المبارك	المبارك					al-Mubarak	al-Mubārak	al-Mubārak	Aqur_RE	cornuData	villages	[39.8395, 35.58832]
BIRA_398E356N_S	['ara', 'eng']	بيرا	بيرا	بيرا					Bira	Bīrā	Bīrā	Aqur_RE	cornuData	villages	[39.87384, 35.65809]
RASAYN_400E368N_S	['ara', 'eng']	رأس العين	رأس العين	رأس العين					Ras al-Ayn	Raʾs al-ʿAyn	Raʾs al-ʿAyn	Aqur_RE	cornuData	towns	[40.06404, 36.83758]
NAHRDHIB_400E380N_W	['ara', 'eng']	نهر الذيب	نهر الذيب، نهر الكلاب	نهر الذيب					Nahr al-Dhib, Nahr al-Kilab	Nahr al-Ḏīb	Nahr al-Ḏīb, Nahr al-Kilāb	Aqur_RE	cornuData	waters	[40.08449, 38.07602]
AWAMIL_400E349N_S	['ara', 'eng']	العوامل	العوامل	العوامل					al-Awamil	al-ʿAwāmil	al-ʿAwāmil	Aqur_RE	cornuData	waystations	[40.09518, 34.93204]
FAMNAHRSAID_401E353N_S	['ara', 'eng']	فم نهر سعيد	فم نهر سعيد	فم نهر سعيد					Fam Nahr Said	Fam Nahr Saʿīd	Fam Nahr Saʿīd	Aqur_RE	cornuData	waystations	[40.13133, 35.32381]
AMID_402E379N_S	['ara', 'eng']	آمد	آمد	آمد					Amid	Āmid	Āmid	Aqur_RE	cornuData	capitals	[40.21323, 37.9151]
NAHRARSANAS_402E387N_W	['ara', 'eng']	نهر أرسناس	نهر أرسناس	نهر أرسناس					Nahr Arsanas	Nahr Arsanās	Nahr Arsanās	Aqur_RE	cornuData	waters	[40.22779, 38.77905]
QASRIBNNAZI_403E374N_S	['ara', 'eng']	قصر إبن نازع	قصر إبن نازع، قصر بنو نازع	قصر إبن نازع					Qasr Ibn Nazi, Qasr Banu Nazi	Qaṣr Ibn Nāziʿ	Qaṣr Ibn Nāziʿ, Qaṣr Banū Nāziʿ	Aqur_RE	cornuData	waystations	[40.3276, 37.40829]
JAHSHIYYA_404E366N_S	['ara', 'eng']	الجحشية	الجحشية	الجحشية					al-Jahshiyya	al-Ǧaḥšiyyaŧ	al-Ǧaḥšiyyaŧ	Aqur_RE	cornuData	towns	[40.41354, 36.65489]
WADIRAMS_404E381N_W	['ara', 'eng']	وادي الرمس	وادي الرمس، الرس، وادي صلب	وادي الرمس					Wadi al-Rams, al-Rass, Wadi Salb	Wādī al-Rams	Wādī al-Rams, al-Rass, Wādī Ṣalb	Aqur_RE	cornuData	waters	[40.42465, 38.18191]
KAFARTUTHA_404E369N_S	['ara', 'eng']	كفرتوثا	كفرتوثا	كفرتوثا					Kafartutha	Kafartūṯā	Kafartūṯā	Aqur_RE	cornuData	towns	[40.42704, 36.98749]
QARQISIYYA_404E351N_S	['ara', 'eng']	قرقيسية	قرقيسية	قرقيسية					Qarqisiyya	Qarqīsiyyaŧ	Qarqīsiyyaŧ	Aqur_RE	cornuData	towns	[40.43747, 35.1462]
QAMARTI_404E348N_S	['ara', 'eng']	القمرطي	القمرطي، القمرطي	القمرطي					al-Qamarti, al-Qamrati	al-Qamarṭī	al-Qamarṭī, al-Qamraṭī	Aqur_RE	cornuData	waystations	[40.45161, 34.81073]
RAHBAMALIKIBNTAWQ_404E349N_S	['ara', 'eng']	رحبة ملك إبن طوق	رحبة ملك إبن طوق	رحبة ملك إبن طوق					Rahba Malik Ibn Tawq	Raḥbaŧ Malik Ibn Ṭawq	Raḥbaŧ Malik Ibn Ṭawq	Aqur_RE	cornuData	towns	[40.45784, 34.98817]
MAJDAL_405E365N_S	['ara', 'eng']	المجدل	المجدل	المجدل					al-Majdal	al-Maǧdal	al-Maǧdal	Aqur_RE	cornuData	towns	[40.55153, 36.53446]
RIBATDHUQARNAYN_405E385N_S	['ara', 'eng']	رباط ذو القرنين	رباط ذو القرنين	رباط ذو القرنين					Ribat Dhu al-Qarnayn	Ribāṭ Ḏū al-Qarnayn	Ribāṭ Ḏū al-Qarnayn	Aqur_RE	cornuData	waystations	[40.56071, 38.57565]
FASH_405E349N_S	['ara', 'eng']	الفاش	الفاش	الفاش					al-Fash	al-Fāš	al-Fāš	Aqur_RE	cornuData	waystations	[40.56368, 34.92311]
DUNAYSIR_405E371N_S	['ara', 'eng']	دنيسير	دنيسير	دنيسير					Dunaysir	Dunaysīr	Dunaysīr	Aqur_RE	cornuData	villages	[40.58146, 37.16749]
SUKAYRABBAS_405E352N_S	['ara', 'eng']	سكير العباس	سكير العباس	سكير العباس					Sukayr al-Abbas	Sukayr al-ʿAbbās	Sukayr al-ʿAbbās	Aqur_RE	cornuData	towns	[40.58767, 35.24207]
FUDAYN_405E354N_S	['ara', 'eng']	الفدين	الفدين	الفدين					al-Fudayn	al-Fudayn	al-Fudayn	Aqur_RE	cornuData	towns	[40.59626, 35.4148]
SUWWAR_406E354N_S	['ara', 'eng']	الصوار	الصوار	الصوار					al-Suwwar	al-Ṣuwwār	al-Ṣuwwār	Aqur_RE	cornuData	towns	[40.65491, 35.49287]
DIYARBAKR_406E378N_R	['ara', 'eng']	ديار بكر	ديار بكر	ديار بكر					Diyar Bakr	Diyār Bakr	Diyār Bakr	Aqur_RE	cornuData	regions	[40.67909, 37.84795]
ARABAN_406E360N_S	['ara', 'eng']	عربان	عربان	عربان					Araban	ʿArabān	ʿArabān	Aqur_RE	cornuData	capitals	[40.69403, 36.05814]
MARDIN_407E373N_S	['ara', 'eng']	ماردين	ماردين	ماردين					Mardin	Mārdīn	Mārdīn	Aqur_RE	cornuData	towns	[40.71117, 37.30186]
HUSAYN_407E356N_S	['ara', 'eng']	الحصين	الحصين	الحصين					al-Husayn	al-Ḥuṣayn	al-Ḥuṣayn	Aqur_RE	cornuData	towns	[40.71642, 35.62321]
NAHRKHABUR_407E355N_W	['ara', 'eng']	نهر الخابور	نهر الخابور	نهر الخابور					Nahr al-Khabur	Nahr al-Ḫābūr	Nahr al-Ḫābūr	Aqur_RE	cornuData	waters	[40.73502, 35.50335]
DALIYA_407E347N_S	['ara', 'eng']	الدالية	الدالية	الدالية					al-Daliya	al-Dāliyaŧ	al-Dāliyaŧ	Aqur_RE	cornuData	towns	[40.74111, 34.71355]
MATARIYYA_407E361N_S	['ara', 'eng']	المطرية	المطرية	المطرية					al-Matariyya	al-Maṭariyyaŧ	al-Maṭariyyaŧ	Aqur_RE	cornuData	villages	[40.75853, 36.19626]
MIKISIN_407E357N_S	['ara', 'eng']	ميكسين	ميكسين، ميكسين، ماكسين	ميكسين					Mikisin, Maykisin, Makisin	Mīkisīn	Mīkisīn, Maykisīn, Mākisīn	Aqur_RE	cornuData	towns	[40.75934, 35.74173]
TABAN_407E361N_S	['ara', 'eng']	طابان	طابان، طلبان	طابان					Taban, Talaban	Ṭābān	Ṭābān, Ṭalabān	Aqur_RE	cornuData	towns	[40.76153, 36.16114]
FURDA_407E346N_S	['ara', 'eng']	الفرضة	الفرضة	الفرضة					al-Furda	al-Furḍaŧ	al-Furḍaŧ	Aqur_RE	cornuData	villages	[40.78158, 34.679]
KHALIJBANUJUMAY_408E345N_S	['ara', 'eng']	خليج بنو جميع	خليج بنو جميع	خليج بنو جميع					Khalij Banu Jumay	Ḫalīǧ Banū Ǧumayʿ	Ḫalīǧ Banū Ǧumayʿ	Aqur_RE	cornuData	waystations	[40.85162, 34.54577]
THURABDIN_408E374N_S	['ara', 'eng']	ثور عبدين	ثور عبدين	ثور عبدين					Thur Abdin	Ṯūr ʿAbdīn	Ṯūr ʿAbdīn	Aqur_RE	cornuData	towns	[40.86321, 37.40165]
TUNANIR_408E363N_S	['ara', 'eng']	تنانير	تنانير، تنينير	تنانير					Tunanir, Tunaynir	Tunānīr	Tunānīr, Tunaynīr	Aqur_RE	cornuData	towns	[40.87703, 36.38969]
SHAMSINIYYA_409E358N_S	['ara', 'eng']	الشمسينية	الشمسينية، الشمسانية	الشمسينية					al-Shamsiniyya, al-Shamsaniyya	al-Šamsīniyyaŧ	al-Šamsīniyyaŧ, al-Šamsāniyyaŧ	Aqur_RE	cornuData	towns	[40.90954, 35.86703]
WADISIBA_409E344N_S	['ara', 'eng']	وادي السباع	وادي السباع	وادي السباع					Wadi al-Siba	Wādī al-Sibāʿ	Wādī al-Sibāʿ	Aqur_RE	cornuData	waystations	[40.92477, 34.42004]
DARA_409E371N_S	['ara', 'eng']	دارا	دارا	دارا					Dara	Dārā	Dārā	Aqur_RE	cornuData	towns	[40.94689, 37.18527]
MAYYAFARIQIN_410E381N_S	['ara', 'eng']	ميافارقين	ميافارقين	ميافارقين					Mayyafariqin	Mayyāfāriqīn	Mayyāfāriqīn	Aqur_RE	cornuData	towns	[41.00798, 38.14322]
MUNKHARIQ_411E353N_S	['ara', 'eng']	المنخرق	المنخرق	المنخرق					al-Munkhariq	al-Munḫariq	al-Munḫariq	Aqur_RE	cornuData	towns	[41.13557, 35.33548]
DAZIQI_411E343N_S	['ara', 'eng']	دازقي	دازقي	دازقي					Daziqi	Dāziqī	Dāziqī	Aqur_RE	cornuData	waystations	[41.1598, 34.33397]
WADIMASULIYAT_411E379N_W	['ara', 'eng']	وادي مسوليات	وادي مسوليات، نهر ساتيدما، وادي ساتيدما	وادي مسوليات					Wadi Masuliyat, Nahr Satidama, Wadi Satidama	Wādī Masūliyāt	Wādī Masūliyāt, Nahr Sātīdamā, Wādī Sātīdamā	Aqur_RE	cornuData	waters	[41.17006, 37.9833]
NASIBIN_412E370N_S	['ara', 'eng']	نصيبين	نصيبين	نصيبين					Nasibin	Naṣībīn	Naṣībīn	Aqur_RE	cornuData	towns	[41.22167, 37.05514]
NAHRHIRMAS_412E371N_W	['ara', 'eng']	نهر الهرماس	نهر الهرماس	نهر الهرماس					Nahr al-Hirmas	Nahr al-Hirmās	Nahr al-Hirmās	Aqur_RE	cornuData	waters	[41.24817, 37.1308]
BUHAYRAKHATUNIYYA_412E363N_W	['ara', 'eng']	بحيرة خاتونية	بحيرة خاتونية	بحيرة خاتونية					Buhayra Khatuniyya	Buḥayraŧ Ḫātūniyyaŧ	Buḥayraŧ Ḫātūniyyaŧ	Aqur_RE	cornuData	waters	[41.25352, 36.38728]
TALLFARASHA_413E369N_S	['ara', 'eng']	تل فراشة	تل فراشة	تل فراشة					Tall Farasha	Tall Farāšaŧ	Tall Farāšaŧ	Aqur_RE	cornuData	villages	[41.34352, 36.9815]
HISNKAYFA_414E377N_S	['ara', 'eng']	حصن كيفا	حصن كيفا	حصن كيفا					Hisn Kayfa	Ḥiṣn Kayfā	Ḥiṣn Kayfā	Aqur_RE	cornuData	towns	[41.42113, 37.70021]
WADISARBAT_414E380N_W	['ara', 'eng']	وادي صربط	وادي صربط، نهر صربط، صربط	وادي صربط					Wadi Sarbat, Nahr Sarbat, Sarbat	Wādī Ṣarbaṭ	Wādī Ṣarbaṭ, Nahr Ṣarbaṭ, Ṣarbaṭ	Aqur_RE	cornuData	waters	[41.49366, 38.01078]
NIHIYYA_415E343N_S	['ara', 'eng']	النهية	النهية	النهية					al-Nihiyya	al-Nihiyyaŧ	al-Nihiyyaŧ	Aqur_RE	cornuData	towns	[41.5567, 34.39307]
JIBAL_416E362N_S	['ara', 'eng']	الجبال	الجبال، عين الجبال	الجبال					al-Jibal, Ayn al-Jibal	al-Ǧibāl	al-Ǧibāl, ʿAyn al-Ǧibāl	Aqur_RE	cornuData	towns	[41.62102, 36.2374]
ARZAN_416E379N_S	['ara', 'eng']	أرزن	أرزن	أرزن					Arzan	Arzan	Arzan	Aqur_RE	cornuData	villages	[41.65964, 37.9789]
ADHRAMA_417E369N_S	['ara', 'eng']	أذرمة	أذرمة	أذرمة					Adhrama	Aḏramaŧ	Aḏramaŧ	Aqur_RE	cornuData	towns	[41.72002, 36.99109]
TALLFAFAN_417E377N_S	['ara', 'eng']	تل فافان	تل فافان، عين تل فافان	تل فافان					Tall Fafan, Ayn Tall Fafan	Tall Fāfān	Tall Fāfān, ʿAyn Tall Fāfān	Aqur_RE	cornuData	towns	[41.78238, 37.72559]
SINJAR_418E363N_S	['ara', 'eng']	سنجار	سنجار	سنجار					Sinjar	Sinǧār	Sinǧār	Aqur_RE	cornuData	towns	[41.89101, 36.32446]
TANZA_419E377N_S	['ara', 'eng']	طنزة	طنزة	طنزة					Tanza	Ṭanzaŧ	Ṭanzaŧ	Aqur_RE	cornuData	villages	[41.91628, 37.78735]
ANA_419E344N_S	['ara', 'eng']	عانة	عانة	عانة					Ana	ʿĀnaŧ	ʿĀnaŧ	Aqur_RE	cornuData	towns	[41.95904, 34.43481]
NAHRRAZB_419E378N_W	['ara', 'eng']	نهر الرزب	نهر الرزب، الرزم، الزرم	نهر الرزب					Nahr al-Razb, al-Razm, al-Zarm	Nahr al-Razb	Nahr al-Razb, al-Razm, al-Zarm	Aqur_RE	cornuData	waters	[41.97905, 37.88869]
DIYARRABIA_419E366N_R	['ara', 'eng']	ديار ربيعة	ديار ربيعة	ديار ربيعة					Diyar Rabia	Diyār Rabīʿaŧ	Diyār Rabīʿaŧ	Aqur_RE	cornuData	regions	[41.99451, 36.65368]
BARQAID_420E369N_S	['ara', 'eng']	برقعيد	برقعيد	برقعيد					Barqaid	Barqaʿīd	Barqaʿīd	Aqur_RE	cornuData	towns	[42.07551, 36.95274]
BADLIS_421E383N_S	['ara', 'eng']	بدليس	بدليس، بدليس	بدليس					Badlis, Bidlis	Badlīs	Badlīs, Bidlīs	Aqur_RE	cornuData	towns	[42.13266, 38.3955]
FUHAYMA_421E342N_S	['ara', 'eng']	الفحيمة	الفحيمة	الفحيمة					al-Fuhayma	al-Fuḥaymaŧ	al-Fuḥaymaŧ	Aqur_RE	cornuData	villages	[42.18317, 34.23688]
JAZIRAIBNUMAR_421E372N_S	['ara', 'eng']	جزيرة إبن عمر	جزيرة إبن عمر	جزيرة إبن عمر					Jazira Ibn Umar	Ǧazīraŧ Ibn ʿUmar	Ǧazīraŧ Ibn ʿUmar	Aqur_RE	cornuData	villages	[42.19943, 37.28521]
HADITHA_423E341N_S	['ara', 'eng']	الحديثة	الحديثة	الحديثة					al-Haditha	al-Ḥadīṯaŧ	al-Ḥadīṯaŧ	Aqur_RE	cornuData	towns	[42.38707, 34.10682]
ALUS_424E339N_S	['ara', 'eng']	آلوس	آلوس، آلوسا	آلوس					Alus, Alusa	Ālūs	Ālūs, Ālūsā	Aqur_RE	cornuData	towns	[42.41353, 33.98559]
FAYSHABUR_424E370N_S	['ara', 'eng']	فيشابور	فيشابور	فيشابور					Fayshabur	Fayšābūr	Fayšābūr	Aqur_RE	cornuData	towns	[42.43096, 37.04735]
BAAYNATHA_424E366N_S	['ara', 'eng']	باعيناثا	باعيناثا	باعيناثا					Baaynatha	Bāʿaynāṯā	Bāʿaynāṯā	Aqur_RE	cornuData	towns	[42.43701, 36.6609]
TALLAFAR_424E363N_S	['ara', 'eng']	تل أعفر	تل أعفر	تل أعفر					Tall Afar	Tall Aʿfar	Tall Aʿfar	Aqur_RE	cornuData	towns	[42.49401, 36.36312]
KHIZANA_425E339N_S	['ara', 'eng']	الخزانة	الخزانة	الخزانة					al-Khizana	al-Ḫizānaŧ	al-Ḫizānaŧ	Aqur_RE	cornuData	waystations	[42.50069, 33.9843]
JABALJUDI_425E373N_O	['ara', 'eng']	جبل الجودي	جبل الجودي	جبل الجودي					Jabal al-Judi	Ǧabal al-Ǧūdī	Ǧabal al-Ǧūdī	Aqur_RE	cornuData	sites	[42.51884, 37.36064]
MALAZKIRD_425E391N_S	['ara', 'eng']	ملازكرد	ملازكرد، ملازجرد، منازجرد	ملازكرد					Malazkird, Malazjird, Manazjird	Malāzkird	Malāzkird, Malāzǧird, Manāzǧird	Rihab_RE	cornuData	towns	[42.55713, 39.1437]
THAMANIN_426E373N_S	['ara', 'eng']	ثمانين	ثمانين	ثمانين					Thamanin	Ṯamānīn	Ṯamānīn	Aqur_RE	cornuData	towns	[42.64158, 37.31295]
HADR_426E357N_S	['ara', 'eng']	الحضر	الحضر	الحضر					al-Hadr	al-Ḥaḍr	al-Ḥaḍr	Aqur_RE	cornuData	towns	[42.69628, 35.79513]
HASANIYYA_427E371N_S	['ara', 'eng']	الحسنية	الحسنية	الحسنية					al-Hasaniyya	al-Ḥasaniyyaŧ	al-Ḥasaniyyaŧ	Aqur_RE	cornuData	towns	[42.72248, 37.11078]
BALAD_427E364N_S	['ara', 'eng']	بلد	بلد	بلد					Balad	Balad	Balad	Aqur_RE	cornuData	towns	[42.758, 36.47417]
MAHLABIYYA_427E362N_S	['ara', 'eng']	المحلبية	المحلبية	المحلبية					al-Mahlabiyya	al-Maḥlabiyyaŧ	al-Maḥlabiyyaŧ	Aqur_RE	cornuData	villages	[42.7655, 36.25676]
KHABURHASANIYYA_428E370N_W	['ara', 'eng']	خابور الحسنية	خابور الحسنية	خابور الحسنية					Khabur al-Hasaniyya	Ḫābūr al-Ḥasaniyyaŧ	Ḫābūr al-Ḥasaniyyaŧ	Aqur_RE	cornuData	waters	[42.80477, 37.06628]
MALATHAYA_429E368N_S	['ara', 'eng']	معلثاية	معلثاية	معلثاية					Malathaya	Maʿlaṯāyaŧ	Maʿlaṯāyaŧ	Aqur_RE	cornuData	towns	[42.9635, 36.81597]
SHAHHAJIYYA_429E362N_S	['ara', 'eng']	الشحاجية	الشحاجية	الشحاجية					al-Shahhajiyya	al-Šaḥḥāǧiyyaŧ	al-Šaḥḥāǧiyyaŧ	Aqur_RE	cornuData	waystations	[42.9665, 36.27006]
NAHRTHARTHAR_430E350N_W	['ara', 'eng']	نهر ثرثار	نهر ثرثار	نهر ثرثار					Nahr Tharthar	Nahr Ṯarṯār	Nahr Ṯarṯār	Aqur_RE	cornuData	waters	[43.04545, 35.00028]
MAZARII_430E366N_S	['ara', 'eng']	مزارعي	مزارعي	مزارعي					Mazarii	Mazāriʿī	Mazāriʿī	Aqur_RE	cornuData	villages	[43.055, 36.63683]
MAWSIL_431E363N_S	['ara', 'eng']	الموصل	الموصل	الموصل					al-Mawsil	al-Mawṣil	al-Mawṣil	Aqur_RE	cornuData	capitals	[43.127, 36.32809]
NINAWA_431E363N_S	['ara', 'eng']	نينوى	نينوى، نونوا	نينوى					Ninawa, Nunawa	Nīnawá	Nīnawá, Nūnawā	Aqur_RE	cornuData	towns	[43.175, 36.35104]
MARJJUHAYNA_432E361N_S	['ara', 'eng']	مرج جهينة	مرج جهينة، مر جهينة	مرج جهينة					Marj Juhayna, Mar Juhayna	Marǧ Ǧuhaynaŧ	Marǧ Ǧuhaynaŧ, Mar Ǧuhaynaŧ	Aqur_RE	cornuData	towns	[43.26652, 36.14235]
BAQIA_433E356N_S	['ara', 'eng']	البقيعة	البقيعة	البقيعة					al-Baqia	al-Baqīʿaŧ	al-Baqīʿaŧ	Aqur_RE	cornuData	waystations	[43.32428, 35.62554]
BAASHIQA_433E364N_S	['ara', 'eng']	باعشيقا	باعشيقا	باعشيقا					Baashiqa	Bāʿašīqā	Bāʿašīqā	Aqur_RE	cornuData	villages	[43.36699, 36.41022]
HADITHA_433E360N_S	['ara', 'eng']	الحديثة	الحديثة	الحديثة					al-Haditha	al-Ḥadīṯaŧ	al-Ḥadīṯaŧ	Aqur_RE	cornuData	towns	[43.39249, 36.02054]
NAHRDIJLA_436E346N_W	['ara', 'eng']	نهر دجلة	نهر دجلة	نهر دجلة					Nahr Dijla	Nahr Diǧlaŧ	Nahr Diǧlaŧ	Aqur_RE	cornuData	waters	[43.60422, 34.69499]
ZABKABIR_438E363N_W	['ara', 'eng']	زاب الكبير	زاب الكبير، زاب الأعلى	زاب الكبير					Zab al-Kabir, Zab al-Ala	Zāb al-Kabīr	Zāb al-Kabīr, Zāb al-Aʿlá	Aqur_RE	cornuData	waters	[43.87398, 36.3752]
ZABSAGHIR_441E356N_W	['ara', 'eng']	زاب الصغير	زاب الصغير، زاب الأسفل	زاب الصغير					Zab al-Saghir, Zab al-Asfal	Zāb al-Ṣaġīr	Zāb al-Ṣaġīr, Zāb al-Asfal	Aqur_RE	cornuData	waters	[44.10965, 35.64182]
NAHRFURAT_412E344N_W	['ara', 'eng']	نهر الفرات	نهر الفرات	نهر الفرات					Nahr al-Furat	Nahr al-Furāt	Nahr al-Furāt	Aqur_RE	cornuData	waters	[41.21428, 34.45727]
TABUK_365E283N_S	['ara', 'eng']	تبوك	تبوك	تبوك					Tabuk	Tabūk	Tabūk	BadiyatArab_RE	cornuData	towns	[36.5062, 28.37114]
UBAYR_367E307N_S	['ara', 'eng']	أبير	أبير، وبير	أبير					Ubayr, Wubayr	Ubayr	Ubayr, Wubayr	BadiyatArab_RE	cornuData	waystations	[36.70106, 30.73317]
ANAK_367E323N_S	['ara', 'eng']	الأعنك	الأعنك	الأعنك					al-Anak	al-Aʿnak	al-Aʿnak	BadiyatArab_RE	cornuData	waystations	[36.79381, 32.31179]
AZRAQ_368E318N_S	['ara', 'eng']	الأزرق	الأزرق	الأزرق					al-Azraq	al-Azraq	al-Azraq	BadiyatArab_RE	cornuData	waystations	[36.87768, 31.84612]
AWNID_369E316N_S	['ara', 'eng']	العونيد	العونيد	العونيد					al-Awnid	al-ʿAwnīd	al-ʿAwnīd	BadiyatArab_RE	cornuData	waystations	[36.92899, 31.64055]
MUHDATHA_371E315N_S	['ara', 'eng']	المحدثة	المحدثة	المحدثة					al-Muhdatha	al-Muḥdaṯaŧ	al-Muḥdaṯaŧ	BadiyatArab_RE	cornuData	waystations	[37.15494, 31.51278]
JUNAYNA_371E279N_S	['ara', 'eng']	الجنينة	الجنينة	الجنينة					al-Junayna	al-Ǧunaynaŧ	al-Ǧunaynaŧ	BadiyatArab_RE	cornuData	waystations	[37.19786, 27.92136]
BAQIA_373E322N_S	['ara', 'eng']	البقيعة	البقيعة	البقيعة					al-Baqia	al-Baqīʿaŧ	al-Baqīʿaŧ	BadiyatArab_RE	cornuData	waystations	[37.32662, 32.21167]
GHURRABA_373E313N_S	['ara', 'eng']	الغربة	الغربة	الغربة					al-Ghurraba	al-Ġurrabaŧ	al-Ġurrabaŧ	BadiyatArab_RE	cornuData	towns	[37.34142, 31.36925]
AJWALI_374E298N_S	['ara', 'eng']	الأجولي	الأجولي	الأجولي					al-Ajwali	al-Aǧwalī	al-Aǧwalī	BadiyatArab_RE	cornuData	waystations	[37.4317, 29.87858]
MUHDATHA_374E277N_S	['ara', 'eng']	المحدثة	المحدثة	المحدثة					al-Muhdatha	al-Muḥdaṯaŧ	al-Muḥdaṯaŧ	BadiyatArab_RE	cornuData	waystations	[37.46327, 27.73026]
NABK_374E312N_S	['ara', 'eng']	النبك	النبك	النبك					al-Nabk	al-Nabk	al-Nabk	BadiyatArab_RE	cornuData	waystations	[37.46475, 31.21242]
QURAKIR_377E313N_S	['ara', 'eng']	قراكر	قراكر، قراقر	قراكر					Qurakir, Quraqir	Qurākir	Qurākir, Qurāqir	BadiyatArab_RE	cornuData	waystations	[37.75187, 31.32585]
AQRA_378E271N_S	['ara', 'eng']	الأقراع	الأقراع	الأقراع					al-Aqra	al-Aqrāʿ	al-Aqrāʿ	BadiyatArab_RE	cornuData	waystations	[37.83126, 27.15186]
SUWA_378E337N_S	['ara', 'eng']	سوى	سوى	سوى					Suwa	Suwá	Suwá	BadiyatArab_RE	cornuData	waystations	[37.85153, 33.72767]
THAJR_378E288N_S	['ara', 'eng']	ثجر	ثجر	ثجر					Thajr	Ṯaǧr	Ṯaǧr	BadiyatArab_RE	cornuData	waystations	[37.89149, 28.87521]
BATNSIRR_379E308N_R	['ara', 'eng']	بطن السر	بطن السر	بطن السر					Batn al-Sirr	Baṭn al-Sirr	Baṭn al-Sirr	BadiyatArab_RE	cornuData	regions	[37.965, 30.86285]
SAIDA_379E321N_S	['ara', 'eng']	الساعدة	الساعدة	الساعدة					al-Saida	al-Sāʿidaŧ	al-Sāʿidaŧ	BadiyatArab_RE	cornuData	waystations	[37.98572, 32.13274]
JARBA_381E304N_S	['ara', 'eng']	الجربا	الجربا، الجربى	الجربا					al-Jarba, al-Jarba	al-Ǧarbā	al-Ǧarbā, al-Ǧarbá	BadiyatArab_RE	cornuData	waystations	[38.12681, 30.48436]
TAYMA_385E275N_S	['ara', 'eng']	تيماء	تيماء	تيماء					Tayma	Taymāʾ	Taymāʾ	BadiyatArab_RE	cornuData	towns	[38.52, 27.58081]
RAWARA_386E320N_S	['ara', 'eng']	الروارى	الروارى، الدوارى	الروارى					al-Rawara, al-Dawara	al-Rawārá	al-Rawārá, al-Dawārá	BadiyatArab_RE	cornuData	waystations	[38.64087, 32.03911]
ARFAJA_386E299N_S	['ara', 'eng']	عرفجاء	عرفجاء	عرفجاء					Arfaja	ʿArfaǧāʾ	ʿArfaǧāʾ	BadiyatArab_RE	cornuData	waystations	[38.67294, 29.99999]
MUKHRI_387E290N_S	['ara', 'eng']	مخري	مخري	مخري					Mukhri	Muḫrī	Muḫrī	BadiyatArab_RE	cornuData	waystations	[38.70747, 29.01767]
UJAYFIR_387E316N_S	['ara', 'eng']	الأجيفر	الأجيفر	الأجيفر					al-Ujayfir	al-Uǧayfir	al-Uǧayfir	BadiyatArab_RE	cornuData	waystations	[38.71981, 31.65819]
QULUFI_395E321N_S	['ara', 'eng']	القلوفي	القلوفي، العلوي	القلوفي					al-Qulufi, al-Alawi	al-Qulūfī	al-Qulūfī, al-ʿAlawī	BadiyatArab_RE	cornuData	waystations	[39.59203, 32.14778]
KHAFIYYA_396E319N_S	['ara', 'eng']	الخفية	الخفية	الخفية					al-Khafiyya	al-Ḫafiyyaŧ	al-Ḫafiyyaŧ	BadiyatArab_RE	cornuData	waystations	[39.6759, 31.9977]
HASHIYYA_398E314N_S	['ara', 'eng']	الحشية	الحشية	الحشية					al-Hashiyya	al-Ḥašiyyaŧ	al-Ḥašiyyaŧ	BadiyatArab_RE	cornuData	waystations	[39.82192, 31.43199]
